order_id,order_datetime,channel,platform,payment_method,customer_id,subtotal_sgd,shipping_fee_sgd,gst_sgd,grand_total_sgd
ORD111007,12/11/2019 10:18,Shopee,Shopee,PayNow,CUST101649,12.76,3,1.1,16.86
ORD111011,12/11/2019 20:22,Lazada,Lazada,GrabPay,CUST100819,18.25,2.5,1.45,22.2
ORD111015,12/11/2019 15:42,Lazada,Lazada,PayNow,CUST101938,11.02,2.5,0.95,14.47
ORD111017,12/11/2019 17:33,Website,Website,Credit Card,CUST104024,13.37,0,0.94,14.31
ORD111021,12/11/2019 20:45,Website,Website,PayNow,CUST104949,48.28,2.5,3.55,54.33
ORD111022,12/11/2019 18:20,Lazada,Lazada,Atome,CUST102803,22.08,0,1.55,23.63
ORD111024,12/11/2019 9:54,Lazada,Lazada,Credit Card,GUEST1015,5,0,0.35,5.35
ORD111026,12/11/2019 15:22,Shopee,Shopee,Credit Card,CUST100069,19.43,3.9,1.63,24.96
ORD111027,12/11/2019 18:19,Website,Website,GrabPay,CUST101114,5.25,0,0.37,5.62
ORD111028,12/11/2019 18:41,Website,Website,Credit Card,CUST100866,7.12,0,0.5,7.62
ORD111029,12/11/2019 21:13,Shopee,Shopee,GrabPay,CUST101656,2.14,0,0.15,2.29
ORD111032,12/11/2019 16:01,Shopee,Shopee,PayNow,CUST103813,4.39,3.9,0.58,8.87
ORD111036,12/11/2019 21:02,Shopee,Shopee,ShopeePay,CUST103183,5.35,0,0.37,5.72
ORD111037,12/11/2019 19:55,RedMart,RedMart,Credit Card,CUST103929,14.58,0,1.02,15.6
ORD111038,12/11/2019 14:06,Lazada,Lazada,Atome,CUST102520,10.7,0,0.75,11.45
ORD111039,12/11/2019 18:22,Website,Website,Atome,CUST103557,5.51,3.9,0.66,10.07
ORD111040,12/11/2019 15:34,Lazada,Lazada,Credit Card,CUST101120,9.43,0,0.66,10.09
ORD111041,12/11/2019 14:51,Lazada,Lazada,Credit Card,CUST101364,18.75,0,1.31,20.06
ORD111044,12/12/2019 10:42,Lazada,Lazada,Credit Card,CUST104219,2.98,0,0.21,3.19
ORD111046,12/12/2019 20:00,Shopee,Shopee,GrabPay,CUST101718,5.88,0,0.41,6.29
ORD111048,12/12/2019 20:49,Website,Website,GrabPay,CUST100393,17.29,2.5,1.39,21.18
ORD111053,12/12/2019 16:51,Lazada,Lazada,Credit Card,CUST100116,23.02,0,1.61,24.63
ORD111057,12/12/2019 10:57,Lazada,Lazada,Atome,CUST104163,1.28,3.9,0.36,5.54
ORD111059,12/12/2019 17:21,Lazada,Lazada,Credit Card,CUST101078,2,3,0.35,5.35
ORD111060,12/12/2019 10:25,Website,Website,GrabPay,CUST100641,0.54,3,0.25,3.79
ORD111064,12/12/2019 10:01,Shopee,Shopee,GrabPay,CUST104512,12.77,2.5,1.07,16.34
ORD111066,12/12/2019 14:13,Shopee,Shopee,PayNow,CUST100087,3.46,3,0.45,6.91
ORD111067,12/12/2019 20:06,Shopee,Shopee,GrabPay,CUST104795,3.2,0,0.22,3.42
ORD111069,12/12/2019 19:07,Website,Website,Credit Card,CUST100242,1.18,0,0.08,1.26
ORD111076,12/13/2019 18:22,Website,Website,Atome,CUST102612,6.16,0,0.43,6.59
ORD111080,12/13/2019 18:54,Lazada,Lazada,Atome,CUST102880,5.25,3.9,0.64,9.79
ORD111082,12/13/2019 20:42,Shopee,Shopee,Credit Card,CUST104893,5,0,0.35,5.35
ORD111084,12/13/2019 14:16,Lazada,Lazada,PayNow,CUST101409,27.28,2.5,2.08,31.86
ORD111085,12/13/2019 15:25,FairPrice_Online,FairPrice_Online,PayNow,CUST104529,53.88,3.9,4.04,61.82
ORD111087,12/13/2019 14:04,Shopee,Shopee,GrabPay,CUST101708,11.02,0,0.77,11.79
ORD111093,12/13/2019 21:56,Lazada,Lazada,Atome,CUST104468,26,3.9,2.09,31.99
ORD111097,12/13/2019 17:01,Lazada,Lazada,PayNow,CUST103276,4.12,0,0.29,4.41
ORD111099,12/13/2019 19:18,Shopee,Shopee,Credit Card,CUST102331,13.37,0,0.94,14.31
ORD111101,12/13/2019 17:45,Shopee,Shopee,PayNow,CUST100179,9.27,0,0.65,9.92
ORD111104,12/13/2019 9:13,Lazada,Lazada,Atome,CUST103380,12.76,2.5,1.07,16.33
ORD111106,12/13/2019 20:31,Website,Website,GrabPay,CUST100442,11.11,0,0.78,11.89
ORD111107,12/13/2019 13:00,Lazada,Lazada,Credit Card,CUST104151,2.36,3.9,0.44,6.7
ORD111109,12/13/2019 13:32,Shopee,Shopee,Atome,CUST103128,21.87,0,1.53,23.4
ORD111110,12/13/2019 18:14,Shopee,Shopee,ShopeePay,CUST103358,40.73,0,2.85,43.58
ORD111111,12/14/2019 11:00,Lazada,Lazada,Credit Card,CUST102132,5.51,0,0.39,5.9
ORD111112,12/14/2019 16:13,Shopee,Shopee,GrabPay,CUST104962,1.12,0,0.08,1.2
ORD111113,12/14/2019 11:37,Website,Website,Atome,CUST104808,72.34,0,5.06,77.4
ORD111115,12/14/2019 20:17,FairPrice_Online,FairPrice_Online,PayNow,CUST102855,10.26,0,0.72,10.98
ORD111119,12/14/2019 15:12,FairPrice_Online,FairPrice_Online,Credit Card,CUST102320,4,2.5,0.46,6.96
ORD111122,12/14/2019 14:34,Lazada,Lazada,Credit Card,CUST103975,1.92,0,0.13,2.05
ORD111123,12/14/2019 10:48,Shopee,Shopee,PayNow,CUST101729,36.71,3,2.78,42.49
ORD111124,12/14/2019 13:18,Shopee,Shopee,Atome,CUST102750,5,0,0.35,5.35
ORD111125,12/14/2019 19:09,Lazada,Lazada,Credit Card,CUST102138,6.31,0,0.44,6.75
ORD111126,12/14/2019 11:37,Website,Website,PayNow,CUST102458,2,3,0.35,5.35
ORD111127,12/14/2019 18:58,Lazada,Lazada,Credit Card,CUST103473,5.5,2.5,0.56,8.56
ORD111128,12/14/2019 19:37,Shopee,Shopee,Credit Card,CUST102508,45.84,3.9,3.48,53.22
ORD111129,12/14/2019 9:18,Lazada,Lazada,GrabPay,CUST101398,26,0,1.82,27.82
ORD111130,12/14/2019 21:03,Shopee,Shopee,Atome,CUST103290,21.02,0,1.47,22.49
ORD111134,12/14/2019 14:52,Shopee,Shopee,Atome,CUST102352,4.18,2.5,0.47,7.15
ORD111137,12/14/2019 20:09,Shopee,Shopee,Atome,CUST102735,9.19,3,0.85,13.04
ORD111140,12/14/2019 17:05,Shopee,Shopee,Atome,CUST100692,1.73,0,0.12,1.85
ORD111142,12/14/2019 20:57,Shopee,Shopee,Atome,CUST101191,19.91,0,1.39,21.3
ORD111143,12/14/2019 19:51,Website,Website,PayNow,CUST103708,9.1,3.9,0.91,13.91
ORD111145,12/14/2019 12:03,GrabMart,GrabMart,GrabPay,CUST101706,22.48,0,1.57,24.05
ORD111151,12/14/2019 15:36,Lazada,Lazada,Atome,CUST104238,42.49,3,3.18,48.67
ORD111155,12/14/2019 13:51,Lazada,Lazada,Credit Card,CUST103170,25.8,3.9,2.08,31.78
ORD111159,12/15/2019 16:33,Shopee,Shopee,ShopeePay,CUST102252,5.35,2.5,0.55,8.4
ORD111160,12/15/2019 13:58,Lazada,Lazada,GrabPay,CUST102852,18.83,3.9,1.59,24.32
ORD111161,12/15/2019 15:46,Shopee,Shopee,Credit Card,CUST103204,15,0,1.05,16.05
ORD111162,12/15/2019 13:20,Shopee,Shopee,ShopeePay,CUST103390,5.9,3.9,0.69,10.49
ORD111164,12/15/2019 20:51,Shopee,Shopee,PayNow,CUST100018,11.15,2.5,0.96,14.61
ORD111166,12/15/2019 18:56,FairPrice_Online,FairPrice_Online,Atome,CUST103974,6.16,0,0.43,6.59
ORD111167,12/15/2019 15:42,Shopee,Shopee,Atome,CUST101674,15.32,0,1.07,16.39
ORD111168,12/15/2019 13:32,Shopee,Shopee,GrabPay,CUST102228,28.61,0,2,30.61
ORD111172,12/15/2019 15:39,Lazada,Lazada,GrabPay,CUST101356,6,0,0.42,6.42
ORD111176,12/15/2019 18:37,Shopee,Shopee,GrabPay,CUST103075,18.64,0,1.3,19.94
ORD111177,12/15/2019 16:44,Shopee,Shopee,ShopeePay,CUST103564,6.42,3,0.66,10.08
ORD111180,12/15/2019 12:50,Lazada,Lazada,GrabPay,CUST102790,14.78,2.5,1.21,18.49
ORD111184,12/15/2019 12:07,FairPrice_Online,FairPrice_Online,Credit Card,CUST104423,17.82,3,1.46,22.28
ORD111185,12/15/2019 13:01,Website,Website,Atome,CUST100946,17.5,0,1.23,18.73
ORD111192,12/15/2019 16:02,Shopee,Shopee,PayNow,CUST103098,2.24,0,0.16,2.4
ORD111194,12/15/2019 12:11,Lazada,Lazada,Credit Card,CUST101079,5.52,0,0.39,5.91
ORD111195,12/15/2019 16:32,GrabMart,GrabMart,Atome,CUST100611,13.98,0,0.98,14.96
ORD111197,12/15/2019 18:03,Lazada,Lazada,Credit Card,GUEST1039,12.15,0,0.85,13
ORD111200,12/15/2019 16:29,Lazada,Lazada,GrabPay,GUEST1091,6.05,2.5,0.6,9.15
ORD111202,12/16/2019 21:53,Shopee,Shopee,Credit Card,CUST100589,43.97,2.5,3.25,49.72
ORD111203,12/16/2019 21:50,Lazada,Lazada,GrabPay,CUST104169,4.37,0,0.31,4.68
ORD111204,12/16/2019 20:56,Shopee,Shopee,PayNow,CUST100279,42.2,0,2.95,45.15
ORD111207,12/16/2019 21:15,Shopee,Shopee,GrabPay,CUST103195,14.36,3,1.22,18.58
ORD111208,12/16/2019 17:23,Shopee,Shopee,PayNow,CUST104093,12.94,2.5,1.08,16.52
ORD111211,12/16/2019 15:41,Website,Website,Credit Card,CUST101117,14.28,2.5,1.17,17.95
ORD111215,12/16/2019 18:53,Website,Website,Atome,CUST103903,11.34,0,0.79,12.13
ORD111219,12/16/2019 18:22,Website,Website,Credit Card,CUST102120,56.15,0,3.93,60.08
ORD111221,12/16/2019 15:53,Shopee,Shopee,GrabPay,CUST102536,34.52,3,2.63,40.15
ORD111223,12/16/2019 11:18,Lazada,Lazada,Credit Card,CUST102309,9.14,0,0.64,9.78
ORD111224,12/16/2019 12:27,FairPrice_Online,FairPrice_Online,GrabPay,CUST104891,16.62,3,1.37,20.99
ORD111225,12/16/2019 19:23,Lazada,Lazada,Atome,CUST103603,25.62,2.5,1.97,30.09
ORD111226,12/16/2019 16:03,Lazada,Lazada,GrabPay,CUST102821,5.72,0,0.4,6.12
ORD111227,12/16/2019 17:10,Lazada,Lazada,Credit Card,CUST103828,44.66,0,3.13,47.79
ORD111228,12/16/2019 21:13,Shopee,Shopee,ShopeePay,CUST104148,41.6,3,3.12,47.72
ORD111232,12/16/2019 11:18,Lazada,Lazada,Credit Card,CUST104446,4.24,0,0.3,4.54
ORD111234,12/16/2019 13:09,Lazada,Lazada,PayNow,CUST100708,9.72,0,0.68,10.4
ORD111237,12/17/2019 10:43,Website,Website,Credit Card,CUST100562,1.73,3.9,0.39,6.02
ORD111241,12/17/2019 15:58,Shopee,Shopee,PayNow,CUST103211,6.2,0,0.43,6.63
ORD111243,12/17/2019 18:42,Shopee,Shopee,Credit Card,CUST104569,22.37,3,1.78,27.15
ORD111245,12/17/2019 17:29,Website,Website,PayNow,CUST103225,30.68,3.9,2.42,37
ORD111246,12/17/2019 18:20,Shopee,Shopee,ShopeePay,CUST103041,17.2,0,1.2,18.4
ORD111249,12/17/2019 17:39,Shopee,Shopee,Credit Card,CUST103717,28.43,0,1.99,30.42
ORD111252,12/17/2019 11:24,Lazada,Lazada,Credit Card,CUST103229,6.18,2.5,0.61,9.29
ORD111254,12/17/2019 14:31,Shopee,Shopee,PayNow,GUEST1020,25.11,0,1.76,26.87
ORD111259,12/17/2019 14:23,Website,Website,Atome,CUST100194,10.36,0,0.73,11.09
ORD111260,12/17/2019 16:46,Shopee,Shopee,ShopeePay,CUST104300,2.78,3.9,0.47,7.15
ORD111261,12/17/2019 14:39,FairPrice_Online,FairPrice_Online,Credit Card,CUST103263,9.35,2.5,0.83,12.68
ORD111265,12/17/2019 14:53,Website,Website,GrabPay,CUST102151,6.08,0,0.43,6.51
ORD111270,12/18/2019 15:28,Shopee,Shopee,Atome,CUST103671,4.86,0,0.34,5.2
ORD111273,12/18/2019 13:26,Lazada,Lazada,PayNow,CUST102510,4,3,0.49,7.49
ORD111278,12/18/2019 19:52,Shopee,Shopee,Credit Card,CUST101789,14.85,3,1.25,19.1
ORD111279,12/18/2019 18:07,Shopee,Shopee,Atome,CUST101113,10.5,0,0.74,11.24
ORD111281,12/18/2019 20:58,Shopee,Shopee,GrabPay,CUST102535,28.98,0,2.03,31.01
ORD111282,12/18/2019 11:22,Shopee,Shopee,GrabPay,CUST103661,2.94,0,0.21,3.15
ORD111289,12/18/2019 20:08,Shopee,Shopee,ShopeePay,CUST102767,11.04,3,0.98,15.02
ORD111293,12/18/2019 11:12,Shopee,Shopee,Credit Card,CUST103642,5.16,3.9,0.63,9.69
ORD111297,12/18/2019 19:41,Website,Website,Credit Card,CUST102801,13,0,0.91,13.91
ORD111299,12/18/2019 20:27,Website,Website,Credit Card,CUST102657,12.76,2.5,1.07,16.33
ORD111303,12/19/2019 20:09,Shopee,Shopee,Atome,CUST101020,18.72,0,1.31,20.03
ORD111305,12/19/2019 16:15,Shopee,Shopee,Atome,CUST102312,5.62,0,0.39,6.01
ORD111306,12/19/2019 15:40,Shopee,Shopee,Atome,CUST101291,12.76,3,1.1,16.86
ORD111307,12/19/2019 15:00,Shopee,Shopee,PayNow,CUST103693,24.3,0,1.7,26
ORD111311,12/19/2019 21:10,Lazada,Lazada,PayNow,CUST104414,11.32,0,0.79,12.11
ORD111313,12/19/2019 17:40,Website,Website,Credit Card,CUST100333,0.81,0,0.06,0.87
ORD111316,12/19/2019 14:42,Lazada,Lazada,PayNow,CUST102128,14.72,0,1.03,15.75
ORD111319,12/19/2019 18:37,FairPrice_Online,FairPrice_Online,PayNow,CUST102258,1.18,3.9,0.36,5.44
ORD111320,12/19/2019 11:57,Lazada,Lazada,Credit Card,CUST100949,23.91,3,1.88,28.79
ORD111321,12/19/2019 19:25,Website,Website,PayNow,CUST103361,35.44,3.9,2.75,42.09
ORD111322,12/19/2019 11:40,Website,Website,Atome,CUST102628,6.16,0,0.43,6.59
ORD111326,12/19/2019 14:20,Lazada,Lazada,GrabPay,CUST104992,5.76,0,0.4,6.16
ORD111330,12/19/2019 13:04,Shopee,Shopee,ShopeePay,CUST102443,15.66,0,1.1,16.76
ORD111331,12/19/2019 10:04,GrabMart,GrabMart,Atome,CUST104727,14.06,3.9,1.26,19.22
ORD111332,12/19/2019 21:11,Shopee,Shopee,ShopeePay,CUST104157,26.6,0,1.86,28.46
ORD111335,12/19/2019 16:42,Lazada,Lazada,Credit Card,CUST103023,13.11,2.5,1.09,16.7
ORD111338,12/20/2019 16:12,Shopee,Shopee,PayNow,CUST101148,13.27,0,0.93,14.2
ORD111340,12/20/2019 18:52,Website,Website,Atome,CUST103852,2,3.9,0.41,6.31
ORD111341,12/20/2019 15:28,Shopee,Shopee,Credit Card,CUST100862,13.4,0,0.94,14.34
ORD111342,12/20/2019 11:21,Shopee,Shopee,Atome,CUST102252,7.77,2.5,0.72,10.99
ORD111345,12/20/2019 17:13,Lazada,Lazada,GrabPay,CUST101919,5.28,3,0.58,8.86
ORD111351,12/20/2019 14:49,Website,Website,PayNow,CUST103894,22.81,3.9,1.87,28.58
ORD111352,12/20/2019 16:31,Shopee,Shopee,PayNow,CUST103390,35.27,0,2.47,37.74
ORD111354,12/20/2019 11:10,FairPrice_Online,FairPrice_Online,Credit Card,CUST100850,2,0,0.14,2.14
ORD111355,12/20/2019 10:26,Shopee,Shopee,Credit Card,CUST103216,5.54,2.5,0.56,8.6
ORD111357,12/20/2019 16:59,Website,Website,Credit Card,CUST102661,99.07,0,6.93,106
ORD111359,12/20/2019 17:40,Website,Website,GrabPay,CUST102057,2.77,3,0.4,6.17
ORD111364,12/20/2019 15:05,GrabMart,GrabMart,Credit Card,CUST104575,29.41,2.5,2.23,34.14
ORD111365,12/20/2019 15:13,Lazada,Lazada,Atome,CUST101160,8.09,3.9,0.84,12.83
ORD111368,12/20/2019 16:50,Shopee,Shopee,PayNow,CUST103506,4.47,2.5,0.49,7.46
ORD111369,12/20/2019 16:15,Lazada,Lazada,PayNow,CUST100750,14.12,3.9,1.26,19.28
ORD111370,12/20/2019 10:48,Shopee,Shopee,GrabPay,CUST101879,19.73,0,1.38,21.11
ORD111373,12/20/2019 20:57,Website,Website,Credit Card,CUST100567,15.71,0,1.1,16.81
ORD111375,12/21/2019 18:40,Website,Website,PayNow,CUST102413,3.25,0,0.23,3.48
ORD111376,12/21/2019 13:13,Shopee,Shopee,PayNow,CUST104531,18.83,2.5,1.49,22.82
ORD111381,12/21/2019 10:09,Shopee,Shopee,Atome,CUST103613,5.35,0,0.37,5.72
ORD111383,12/21/2019 17:38,Lazada,Lazada,GrabPay,CUST101060,5.5,2.5,0.56,8.56
ORD111384,12/21/2019 19:47,Website,Website,PayNow,CUST103330,18.75,0,1.31,20.06
ORD111386,12/21/2019 14:42,GrabMart,GrabMart,Credit Card,CUST103887,27.57,3.9,2.2,33.67
ORD111388,12/21/2019 12:14,Lazada,Lazada,Credit Card,CUST102026,10,3.9,0.97,14.87
ORD111391,12/21/2019 9:07,Shopee,Shopee,GrabPay,CUST102900,82.63,2.5,5.96,91.09
ORD111392,12/21/2019 13:34,Lazada,Lazada,Atome,GUEST1004,33.37,3.9,2.61,39.88
ORD111395,12/21/2019 9:26,Shopee,Shopee,Credit Card,CUST101395,5.5,3,0.6,9.1
ORD111399,12/21/2019 19:15,Shopee,Shopee,ShopeePay,CUST100042,4.86,0,0.34,5.2
ORD111402,12/21/2019 13:48,Shopee,Shopee,Credit Card,CUST103644,25.7,0,1.8,27.5
ORD111405,12/21/2019 19:52,Shopee,Shopee,Atome,CUST102577,40.2,3.9,3.09,47.19
ORD111406,12/21/2019 17:42,Shopee,Shopee,GrabPay,CUST101591,2.88,0,0.2,3.08
ORD111407,12/21/2019 21:18,Website,Website,PayNow,CUST103193,2.94,0,0.21,3.15
ORD111412,12/22/2019 20:52,Shopee,Shopee,Atome,CUST104369,22.55,0,1.58,24.13
ORD111413,12/22/2019 20:44,FairPrice_Online,FairPrice_Online,Atome,CUST101835,17.76,3.9,1.52,23.18
ORD111414,12/22/2019 15:42,Website,Website,Credit Card,CUST103509,29.61,0,2.07,31.68
ORD111415,12/22/2019 15:26,Website,Website,PayNow,CUST102595,1.18,2.5,0.26,3.94
ORD111419,12/22/2019 17:06,Shopee,Shopee,ShopeePay,CUST100948,38.28,2.5,2.85,43.63
ORD111420,12/22/2019 12:46,Lazada,Lazada,Atome,CUST103657,15.99,0,1.12,17.11
ORD111422,12/22/2019 21:31,Website,Website,Atome,CUST103674,25.04,3,1.96,30
ORD111423,12/22/2019 17:22,Website,Website,PayNow,CUST104384,4.71,3.9,0.6,9.21
ORD111424,12/22/2019 17:12,Lazada,Lazada,Credit Card,CUST101902,1.12,3.9,0.35,5.37
ORD111426,12/22/2019 14:46,Lazada,Lazada,Credit Card,CUST103039,12.15,3,1.06,16.21
ORD111427,12/22/2019 10:25,Shopee,Shopee,Atome,CUST103681,6.5,3.9,0.73,11.13
ORD111430,12/22/2019 19:07,Website,Website,PayNow,CUST102118,19.24,0,1.35,20.59
ORD111431,12/22/2019 14:40,Shopee,Shopee,ShopeePay,CUST102671,9.74,0,0.68,10.42
ORD111432,12/22/2019 12:18,Shopee,Shopee,PayNow,CUST102679,8.71,0,0.61,9.32
ORD111434,12/22/2019 21:06,Website,Website,GrabPay,CUST100722,35.09,3.9,2.73,41.72
ORD111435,12/22/2019 19:09,Shopee,Shopee,Atome,CUST102710,6,0,0.42,6.42
ORD111436,12/22/2019 21:46,RedMart,RedMart,PayNow,CUST104895,1.73,0,0.12,1.85
ORD111437,12/22/2019 21:50,Website,Website,Credit Card,CUST100639,4.86,3,0.55,8.41
ORD111438,12/22/2019 15:15,Shopee,Shopee,Atome,CUST100997,49.28,0,3.45,52.73
ORD111441,12/22/2019 11:35,Shopee,Shopee,ShopeePay,CUST100649,13.65,3.9,1.23,18.78
ORD111445,12/22/2019 11:04,Website,Website,PayNow,CUST103453,44.71,3,3.34,51.05
ORD111449,12/22/2019 19:00,Lazada,Lazada,GrabPay,CUST100302,4.06,0,0.28,4.34
ORD111450,12/22/2019 14:46,Shopee,Shopee,ShopeePay,CUST102969,19.33,0,1.35,20.68
ORD111457,12/23/2019 20:26,Website,Website,GrabPay,CUST103871,19.08,0,1.34,20.42
ORD111459,12/23/2019 12:08,Shopee,Shopee,ShopeePay,CUST103885,36.5,0,2.56,39.06
ORD111462,12/23/2019 11:46,Shopee,Shopee,GrabPay,CUST102244,46.28,0,3.24,49.52
ORD111463,12/23/2019 17:49,Website,Website,Credit Card,CUST104519,5,0,0.35,5.35
ORD111465,12/23/2019 18:38,FairPrice_Online,FairPrice_Online,Credit Card,CUST103980,2,2.5,0.32,4.82
ORD111466,12/23/2019 16:44,Website,Website,Credit Card,CUST103404,18.84,0,1.32,20.16
ORD111469,12/23/2019 18:03,Lazada,Lazada,Credit Card,CUST101707,10.28,3.9,0.99,15.17
ORD111471,12/23/2019 20:21,RedMart,RedMart,GrabPay,CUST102463,20.16,3.9,1.68,25.74
ORD111472,12/23/2019 18:31,Website,Website,Credit Card,CUST101745,1.42,0,0.1,1.52
ORD111476,12/23/2019 21:38,Shopee,Shopee,PayNow,CUST100122,22.15,0,1.55,23.7
ORD111477,12/23/2019 19:51,Shopee,Shopee,Atome,CUST101907,12.76,3,1.1,16.86
ORD111479,12/23/2019 13:07,Shopee,Shopee,Credit Card,CUST104735,7.86,0,0.55,8.41
ORD111482,12/23/2019 17:16,Website,Website,PayNow,CUST102927,19.12,0,1.34,20.46
ORD111484,12/23/2019 9:10,Lazada,Lazada,Atome,CUST100369,2.95,0,0.21,3.16
ORD111489,12/24/2019 9:47,Lazada,Lazada,GrabPay,CUST100382,11.24,3.9,1.06,16.2
ORD111490,12/24/2019 14:50,Website,Website,Credit Card,CUST102437,12.28,0,0.86,13.14
ORD111496,12/24/2019 12:49,Lazada,Lazada,GrabPay,CUST101497,5.4,3.9,0.65,9.95
ORD111499,12/24/2019 16:59,Lazada,Lazada,Credit Card,CUST104972,10.7,3,0.96,14.66
ORD111502,12/24/2019 21:28,Lazada,Lazada,Credit Card,CUST100719,0.64,0,0.04,0.68
ORD111503,12/24/2019 15:02,Shopee,Shopee,GrabPay,CUST104939,1.28,0,0.09,1.37
ORD111507,12/24/2019 21:52,Lazada,Lazada,Credit Card,CUST104419,33.57,2.5,2.52,38.59
ORD111508,12/24/2019 16:48,Shopee,Shopee,GrabPay,CUST104848,29.8,3,2.3,35.1
ORD111509,12/24/2019 20:13,Shopee,Shopee,PayNow,CUST103934,43.28,0,3.03,46.31
ORD111514,12/25/2019 21:43,Lazada,Lazada,PayNow,CUST104392,1.18,0,0.08,1.26
ORD111515,12/25/2019 10:00,Shopee,Shopee,Atome,CUST103501,1.18,0,0.08,1.26
ORD111516,12/25/2019 18:13,Website,Website,GrabPay,CUST103374,2,2.5,0.32,4.82
ORD111524,12/25/2019 11:38,Shopee,Shopee,ShopeePay,CUST103907,4.86,0,0.34,5.2
ORD111525,12/25/2019 12:19,Lazada,Lazada,Credit Card,CUST103769,1.76,0,0.12,1.88
ORD111532,12/25/2019 18:24,Lazada,Lazada,PayNow,CUST101079,47.6,2.5,3.51,53.61
ORD111535,12/25/2019 15:48,Shopee,Shopee,ShopeePay,CUST104835,0.54,3,0.25,3.79
ORD111537,12/25/2019 14:06,Lazada,Lazada,Credit Card,CUST103279,27.29,2.5,2.09,31.88
ORD111538,12/25/2019 11:10,Lazada,Lazada,PayNow,CUST104521,13.37,3.9,1.21,18.48
ORD111539,12/25/2019 17:57,Website,Website,Atome,CUST104076,7.37,2.5,0.69,10.56
ORD111548,12/25/2019 20:56,GrabMart,GrabMart,PayNow,CUST102551,2.8,2.5,0.37,5.67
ORD111549,12/25/2019 18:59,Lazada,Lazada,PayNow,CUST104680,48.42,0,3.39,51.81
ORD111552,12/25/2019 9:10,Website,Website,Atome,CUST100220,7.84,3.9,0.82,12.56
ORD111553,12/25/2019 17:42,Shopee,Shopee,Credit Card,CUST101468,2.43,2.5,0.35,5.28
ORD111554,12/26/2019 13:35,Lazada,Lazada,PayNow,CUST102421,3.16,0,0.22,3.38
ORD111555,12/26/2019 20:31,Website,Website,PayNow,CUST101696,23.82,0,1.67,25.49
ORD111556,12/26/2019 10:33,Lazada,Lazada,Atome,CUST100692,3,3,0.42,6.42
ORD111559,12/26/2019 18:37,Shopee,Shopee,GrabPay,CUST103902,57.46,3,4.23,64.69
ORD111561,12/26/2019 10:15,Lazada,Lazada,Atome,CUST100222,3,0,0.21,3.21
ORD111563,12/26/2019 15:01,Lazada,Lazada,Credit Card,CUST102079,25.47,3,1.99,30.46
ORD111565,12/26/2019 18:55,FairPrice_Online,FairPrice_Online,Credit Card,CUST103242,1.73,2.5,0.3,4.53
ORD111574,12/26/2019 12:26,Shopee,Shopee,PayNow,CUST103586,5.24,0,0.37,5.61
ORD111577,12/26/2019 20:27,Shopee,Shopee,PayNow,CUST104908,18.92,0,1.32,20.24
ORD111582,12/26/2019 13:11,Shopee,Shopee,GrabPay,CUST101189,2,0,0.14,2.14
ORD111584,12/26/2019 15:22,Shopee,Shopee,GrabPay,CUST100340,0.54,2.5,0.21,3.25
ORD111586,12/26/2019 11:55,Lazada,Lazada,PayNow,CUST100468,3.2,0,0.22,3.42
ORD111587,12/26/2019 21:47,RedMart,RedMart,Credit Card,CUST100421,74.43,3.9,5.48,83.81
ORD111588,12/26/2019 9:01,Lazada,Lazada,PayNow,CUST104319,30.5,0,2.14,32.64
ORD111589,12/26/2019 21:57,Lazada,Lazada,Credit Card,CUST102744,15.12,0,1.06,16.18
ORD111590,12/27/2019 16:51,Website,Website,GrabPay,CUST104781,10.17,3.9,0.98,15.05
ORD111593,12/27/2019 14:18,Lazada,Lazada,Credit Card,CUST100234,30.42,0,2.13,32.55
ORD111594,12/27/2019 20:28,Shopee,Shopee,PayNow,CUST101194,12.15,3,1.06,16.21
ORD111598,12/27/2019 21:49,Website,Website,Credit Card,CUST103301,1.92,3,0.34,5.26
ORD111603,12/27/2019 17:31,Lazada,Lazada,Credit Card,CUST100988,13.37,3.9,1.21,18.48
ORD111605,12/27/2019 20:26,Website,Website,Credit Card,CUST103747,5.62,0,0.39,6.01
ORD111607,12/27/2019 9:31,FairPrice_Online,FairPrice_Online,Credit Card,CUST102584,2.24,2.5,0.33,5.07
ORD111610,12/27/2019 10:34,FairPrice_Online,FairPrice_Online,GrabPay,CUST104280,57.4,0,4.02,61.42
ORD111612,12/27/2019 21:23,Website,Website,Credit Card,CUST103095,3.59,3.9,0.52,8.01
ORD111613,12/27/2019 15:20,Shopee,Shopee,Credit Card,CUST103879,5,3,0.56,8.56
ORD111614,12/27/2019 12:23,Shopee,Shopee,Atome,CUST102600,31.69,0,2.22,33.91
ORD111615,12/27/2019 11:25,Shopee,Shopee,GrabPay,CUST101241,12.91,0,0.9,13.81
ORD111616,12/27/2019 13:30,Shopee,Shopee,PayNow,CUST100241,3.91,0,0.27,4.18
ORD111619,12/27/2019 12:32,Shopee,Shopee,GrabPay,CUST103423,17.01,0,1.19,18.2
ORD111622,12/28/2019 16:23,Shopee,Shopee,Atome,CUST103042,4.22,0,0.3,4.52
ORD111625,12/28/2019 14:01,Shopee,Shopee,Credit Card,CUST104078,14.6,0,1.02,15.62
ORD111626,12/28/2019 12:34,Shopee,Shopee,GrabPay,CUST102677,16.12,3.9,1.4,21.42
ORD111627,12/28/2019 14:12,Shopee,Shopee,ShopeePay,CUST101438,5.64,0,0.39,6.03
