date,supermarket,outlet_id,sku,sku_description,category,pack_size_g,unit_price_sgd,demand_units,safety_stock_units,warehouse_on_hand_units,peak_month,is_peak_month,weekday,lat,lng,outlet_level,ratio
9/26/2025,Sheng Siong,SHE-OT1,PEA-360G-ROASTED-051,Roasted Peanuts 360g,Peanuts,360,4.86,15,96,1974,12,0,4,1.338340746,103.8385964,114,1.183260117
9/26/2025,Sheng Siong,SHE-OT2,PEA-360G-ROASTED-051,Roasted Peanuts 360g,Peanuts,360,4.86,8,41,1936,12,0,4,1.338339781,103.8330977,42,1.013743895
9/26/2025,Sheng Siong,SHE-OT3,PEA-360G-ROASTED-051,Roasted Peanuts 360g,Peanuts,360,4.86,9,95,4992,12,0,4,1.334423344,103.8082936,102,1.076052289
9/26/2025,Fairprice,FAI-OT1,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,13,66,2251,6,0,4,1.347081605,103.834447,61,0.920144231
9/26/2025,Fairprice,FAI-OT2,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,7,101,4409,6,0,4,1.370128572,103.8238446,93,0.916146886
9/26/2025,Giant,GIA-OT1,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,8,64,5545,12,0,4,1.361379758,103.8281229,61,0.951320513
9/26/2025,Giant,GIA-OT2,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,18,65,3130,12,0,4,1.356046339,103.8006234,69,1.062387161
9/26/2025,Sheng Siong,SHE-OT1,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,8,63,4228,11,0,4,1.338340746,103.8385964,59,0.934594474
9/26/2025,Sheng Siong,SHE-OT2,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,6,73,1884,11,0,4,1.338339781,103.8330977,81,1.105044163
9/26/2025,Sheng Siong,SHE-OT3,PEA-360G-SUGAR-058,Sugar Peanuts 360g,Peanuts,360,4.86,5,73,4370,11,0,4,1.334423344,103.8082936,84,1.146774667
9/26/2025,Fairprice,FAI-OT1,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,926,5131,837,6,0,4,1.347081605,103.834447,4773,0.930182665
9/26/2025,Fairprice,FAI-OT2,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,973,9388,2458,6,0,4,1.370128572,103.8238446,10558,1.124579772
9/26/2025,Giant,GIA-OT1,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,881,5577,1511,6,0,4,1.361379758,103.8281229,5957,1.068066913
9/26/2025,Giant,GIA-OT2,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,567,1247,1580,6,0,4,1.356046339,103.8006234,1486,1.191507344
9/26/2025,Sheng Siong,SHE-OT1,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,679,10906,2461,6,0,4,1.338340746,103.8385964,12615,1.156713148
9/26/2025,Sheng Siong,SHE-OT2,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,1020,6785,1595,6,0,4,1.338339781,103.8330977,6286,0.926457251
9/26/2025,Sheng Siong,SHE-OT3,PEA-36G-IKAN-BILIS-065,Ikan Bilis Peanuts 36g,Peanuts,36,0.64,622,7860,1415,6,0,4,1.334423344,103.8082936,7458,0.948814076
9/26/2025,Fairprice,FAI-OT1,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,582,5862,5620,12,0,4,1.347081605,103.834447,6985,1.191638919
9/26/2025,Fairprice,FAI-OT2,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,468,12898,6305,12,0,4,1.370128572,103.8238446,13482,1.04527865
9/26/2025,Giant,GIA-OT1,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,649,7869,6513,6,0,4,1.361379758,103.8281229,8972,1.140201657
9/26/2025,Giant,GIA-OT2,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,652,4015,7119,6,0,4,1.356046339,103.8006234,4452,1.108907551
9/26/2025,Sheng Siong,SHE-OT1,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,1000,8250,7614,11,0,4,1.338340746,103.8385964,8159,0.989013777
9/26/2025,Sheng Siong,SHE-OT2,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,1043,9814,4630,11,0,4,1.338339781,103.8330977,10379,1.057563954
9/26/2025,Sheng Siong,SHE-OT3,PEA-36G-ROASTED-045,Roasted Peanuts 36g,Peanuts,36,0.64,723,1827,5014,11,0,4,1.334423344,103.8082936,1921,1.051661195
9/26/2025,Fairprice,FAI-OT1,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,896,6017,2821,8,0,4,1.347081605,103.834447,7153,1.188773559
9/26/2025,Fairprice,FAI-OT2,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,802,4604,2580,8,0,4,1.370128572,103.8238446,4699,1.020688298
9/26/2025,Giant,GIA-OT1,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,858,5527,3373,6,0,4,1.361379758,103.8281229,5830,1.054830781
9/26/2025,Giant,GIA-OT2,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,731,5775,1353,6,0,4,1.356046339,103.8006234,5802,1.004694822
9/26/2025,Sheng Siong,SHE-OT1,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,912,5096,2219,6,0,4,1.338340746,103.8385964,6027,1.182706797
9/26/2025,Sheng Siong,SHE-OT2,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,632,7430,2717,6,0,4,1.338339781,103.8330977,8170,1.099646003
9/26/2025,Sheng Siong,SHE-OT3,PEA-36G-SUGAR-052,Sugar Peanuts 36g,Peanuts,36,0.64,610,6803,1433,6,0,4,1.334423344,103.8082936,6137,0.902079972
9/26/2025,Fairprice,FAI-OT1,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,4,89,2471,12,0,4,1.347081605,103.834447,88,0.994340882
9/26/2025,Fairprice,FAI-OT2,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,9,115,1538,12,0,4,1.370128572,103.8238446,120,1.047325762
9/26/2025,Giant,GIA-OT1,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,16,44,3157,12,0,4,1.361379758,103.8281229,45,1.017271877
9/26/2025,Giant,GIA-OT2,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,23,36,3461,12,0,4,1.356046339,103.8006234,38,1.049480986
9/26/2025,Sheng Siong,SHE-OT1,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,10,29,3179,12,0,4,1.338340746,103.8385964,34,1.173185111
9/26/2025,Sheng Siong,SHE-OT2,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,10,91,2023,12,0,4,1.338339781,103.8330977,108,1.186023853
9/26/2025,Sheng Siong,SHE-OT3,PEA-400G-CRACKER-064,Cracker Peanuts 400g,Peanuts,400,4.86,14,43,4431,12,0,4,1.334423344,103.8082936,39,0.904496916
9/26/2025,Fairprice,FAI-OT1,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,8,77,6709,12,0,4,1.347081605,103.834447,76,0.992920038
9/26/2025,Fairprice,FAI-OT2,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,17,63,3211,12,0,4,1.370128572,103.8238446,74,1.177141476
9/26/2025,Giant,GIA-OT1,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,14,37,6159,6,0,4,1.361379758,103.8281229,34,0.921532278
9/26/2025,Giant,GIA-OT2,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,8,105,5212,6,0,4,1.356046339,103.8006234,124,1.181846947
9/26/2025,Sheng Siong,SHE-OT1,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,11,102,3573,12,0,4,1.338340746,103.8385964,106,1.043440535
9/26/2025,Sheng Siong,SHE-OT2,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,9,61,5912,12,0,4,1.338339781,103.8330977,60,0.983651202
9/26/2025,Sheng Siong,SHE-OT3,PEA-400G-SUGAR-059,Sugar Peanuts 400g,Peanuts,400,4.86,9,48,4701,12,0,4,1.334423344,103.8082936,48,1.009616356
9/26/2025,Fairprice,FAI-OT1,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,111,1496,1189,8,0,4,1.347081605,103.834447,1575,1.052927084
9/26/2025,Fairprice,FAI-OT2,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,217,791,1477,8,0,4,1.370128572,103.8238446,895,1.131730621
9/26/2025,Giant,GIA-OT1,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,252,2444,1379,11,0,4,1.361379758,103.8281229,2222,0.909080258
9/26/2025,Giant,GIA-OT2,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,154,1732,2577,11,0,4,1.356046339,103.8006234,1901,1.097739488
9/26/2025,Sheng Siong,SHE-OT1,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,142,2028,2890,6,0,4,1.338340746,103.8385964,2202,1.0857271
9/26/2025,Sheng Siong,SHE-OT2,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,259,775,2299,6,0,4,1.338339781,103.8330977,813,1.049195929
9/26/2025,Sheng Siong,SHE-OT3,PEA-80G-CRACKER-060,Cracker Peanuts 80g,Peanuts,80,1.12,249,1457,2016,6,0,4,1.334423344,103.8082936,1440,0.988112376
9/26/2025,Fairprice,FAI-OT1,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,249,1609,521,6,0,4,1.347081605,103.834447,1847,1.147666323
9/26/2025,Fairprice,FAI-OT2,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,100,2046,568,6,0,4,1.370128572,103.8238446,1998,0.976350013
9/26/2025,Giant,GIA-OT1,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,226,1081,297,12,0,4,1.361379758,103.8281229,1209,1.118550412
9/26/2025,Giant,GIA-OT2,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,157,2144,254,12,0,4,1.356046339,103.8006234,1969,0.918410347
9/26/2025,Sheng Siong,SHE-OT1,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,160,1537,507,8,0,4,1.338340746,103.8385964,1532,0.99654706
9/26/2025,Sheng Siong,SHE-OT2,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,181,1338,174,8,0,4,1.338339781,103.8330977,1562,1.167692897
9/26/2025,Sheng Siong,SHE-OT3,PEA-80G-IKAN-BILIS-066,Ikan Bilis Peanuts 80g,Peanuts,80,1.12,223,2148,453,8,0,4,1.334423344,103.8082936,1942,0.903933895
9/26/2025,Fairprice,FAI-OT1,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,157,631,5357,6,0,4,1.347081605,103.834447,698,1.106604056
9/26/2025,Fairprice,FAI-OT2,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,165,637,3850,6,0,4,1.370128572,103.8238446,711,1.1163262
9/26/2025,Giant,GIA-OT1,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,118,1410,3248,6,0,4,1.361379758,103.8281229,1442,1.022872601
9/26/2025,Giant,GIA-OT2,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,223,819,2262,6,0,4,1.356046339,103.8006234,913,1.114297672
9/26/2025,Sheng Siong,SHE-OT1,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,143,1416,3070,8,0,4,1.338340746,103.8385964,1477,1.043337679
9/26/2025,Sheng Siong,SHE-OT2,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,218,1488,4624,8,0,4,1.338339781,103.8330977,1770,1.189530596
9/26/2025,Sheng Siong,SHE-OT3,PEA-80G-ROASTED-046,Roasted Peanuts 80g,Peanuts,80,1.12,168,1631,3110,8,0,4,1.334423344,103.8082936,1662,1.019223394
9/26/2025,Fairprice,FAI-OT1,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,136,140,3750,8,0,4,1.347081605,103.834447,157,1.124924206
9/26/2025,Fairprice,FAI-OT2,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,113,640,2707,8,0,4,1.370128572,103.8238446,655,1.023135857
9/26/2025,Giant,GIA-OT1,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,139,559,2736,11,0,4,1.361379758,103.8281229,650,1.162698521
9/26/2025,Giant,GIA-OT2,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,63,466,1111,11,0,4,1.356046339,103.8006234,504,1.081231703
9/26/2025,Sheng Siong,SHE-OT1,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,153,829,1477,12,0,4,1.338340746,103.8385964,916,1.104481912
9/26/2025,Sheng Siong,SHE-OT2,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,59,1006,3124,12,0,4,1.338339781,103.8330977,1175,1.167717723
9/26/2025,Sheng Siong,SHE-OT3,PIS-120G-BAKED-034,Baked Pistachios 120g,Pistachios,120,1.49,98,576,1792,12,0,4,1.334423344,103.8082936,627,1.088302347
9/26/2025,Fairprice,FAI-OT1,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,16,350,1705,12,0,4,1.347081605,103.834447,317,0.906493512
9/26/2025,Fairprice,FAI-OT2,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,37,114,2188,12,0,4,1.370128572,103.8238446,110,0.969262613
9/26/2025,Giant,GIA-OT1,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,20,194,701,6,0,4,1.361379758,103.8281229,183,0.945761503
9/26/2025,Giant,GIA-OT2,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,22,161,2654,6,0,4,1.356046339,103.8006234,192,1.190938057
9/26/2025,Sheng Siong,SHE-OT1,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,16,297,2238,12,0,4,1.338340746,103.8385964,302,1.017507726
9/26/2025,Sheng Siong,SHE-OT2,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,17,134,1220,12,0,4,1.338339781,103.8330977,137,1.023285199
9/26/2025,Sheng Siong,SHE-OT3,PIS-130G-BAKED-035,Baked Pistachios 130g,Pistachios,130,5.88,19,67,802,12,0,4,1.334423344,103.8082936,76,1.136519125
9/26/2025,Fairprice,FAI-OT1,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,18,290,167,12,0,4,1.347081605,103.834447,281,0.969154412
9/26/2025,Fairprice,FAI-OT2,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,20,322,194,12,0,4,1.370128572,103.8238446,352,1.094704572
9/26/2025,Giant,GIA-OT1,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,19,95,165,8,0,4,1.361379758,103.8281229,100,1.051880273
9/26/2025,Giant,GIA-OT2,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,19,141,230,8,0,4,1.356046339,103.8006234,147,1.044650253
9/26/2025,Sheng Siong,SHE-OT1,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,19,222,101,11,0,4,1.338340746,103.8385964,262,1.181733004
9/26/2025,Sheng Siong,SHE-OT2,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,25,58,173,11,0,4,1.338339781,103.8330977,57,0.985952949
9/26/2025,Sheng Siong,SHE-OT3,PIS-135G-SALTED-040,Salted Pistachios 135g,Pistachios,135,5.5,35,112,91,11,0,4,1.334423344,103.8082936,119,1.062480656
9/26/2025,Fairprice,FAI-OT1,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,19,10,496,6,0,4,1.347081605,103.834447,12,1.156735374
9/26/2025,Fairprice,FAI-OT2,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,21,116,731,6,0,4,1.370128572,103.8238446,122,1.0554579
9/26/2025,Giant,GIA-OT1,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,9,218,467,6,0,4,1.361379758,103.8281229,239,1.098179534
9/26/2025,Giant,GIA-OT2,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,31,144,518,6,0,4,1.356046339,103.8006234,165,1.14286876
9/26/2025,Sheng Siong,SHE-OT1,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,28,215,716,12,0,4,1.338340746,103.8385964,215,0.997796827
9/26/2025,Sheng Siong,SHE-OT2,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,9,126,557,12,0,4,1.338339781,103.8330977,141,1.115495727
9/26/2025,Sheng Siong,SHE-OT3,PIS-150G-SALTED-041,Salted Pistachios 150g,Pistachios,150,5.5,27,37,1268,12,0,4,1.334423344,103.8082936,43,1.17456979
9/26/2025,Fairprice,FAI-OT1,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,17,32,1400,11,0,4,1.347081605,103.834447,37,1.169916058
9/26/2025,Fairprice,FAI-OT2,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,13,104,3507,11,0,4,1.370128572,103.8238446,108,1.034261071
9/26/2025,Giant,GIA-OT1,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,13,170,2344,8,0,4,1.361379758,103.8281229,195,1.147348272
9/26/2025,Giant,GIA-OT2,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,8,61,1112,8,0,4,1.356046339,103.8006234,71,1.166168911
9/26/2025,Sheng Siong,SHE-OT1,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,18,49,2140,6,0,4,1.338340746,103.8385964,54,1.093335005
9/26/2025,Sheng Siong,SHE-OT2,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,7,161,1238,6,0,4,1.338339781,103.8330977,178,1.106905947
9/26/2025,Sheng Siong,SHE-OT3,PIS-300G-BAKED-036,Baked Pistachios 300g,Pistachios,300,3.25,12,214,1920,6,0,4,1.334423344,103.8082936,217,1.014325609
9/26/2025,Fairprice,FAI-OT1,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,22,143,6753,11,0,4,1.347081605,103.834447,141,0.982661928
9/26/2025,Fairprice,FAI-OT2,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,13,162,4795,11,0,4,1.370128572,103.8238446,159,0.979207615
9/26/2025,Giant,GIA-OT1,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,17,205,5374,6,0,4,1.361379758,103.8281229,234,1.143366641
9/26/2025,Giant,GIA-OT2,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,26,263,5647,6,0,4,1.356046339,103.8006234,237,0.902910145
9/26/2025,Sheng Siong,SHE-OT1,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,13,136,5168,8,0,4,1.338340746,103.8385964,148,1.08772644
9/26/2025,Sheng Siong,SHE-OT2,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,25,157,3587,8,0,4,1.338339781,103.8330977,164,1.043557693
9/26/2025,Sheng Siong,SHE-OT3,PIS-300G-SALTED-042,Salted Pistachios 300g,Pistachios,300,3.25,24,101,4418,8,0,4,1.334423344,103.8082936,100,0.993769219
9/26/2025,Fairprice,FAI-OT1,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,3,10,3519,11,0,4,1.347081605,103.834447,11,1.133230887
9/26/2025,Fairprice,FAI-OT2,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,5,38,1136,11,0,4,1.370128572,103.8238446,37,0.962480667
9/26/2025,Giant,GIA-OT1,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,1,50,1238,6,0,4,1.361379758,103.8281229,53,1.069159602
9/26/2025,Giant,GIA-OT2,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,3,29,2511,6,0,4,1.356046339,103.8006234,27,0.935556541
9/26/2025,Sheng Siong,SHE-OT1,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,4,36,3046,8,0,4,1.338340746,103.8385964,38,1.047913713
9/26/2025,Sheng Siong,SHE-OT2,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,5,36,2236,8,0,4,1.338339781,103.8330977,41,1.133794044
9/26/2025,Sheng Siong,SHE-OT3,PIS-360G-BAKED-037,Baked Pistachios 360g,Pistachios,360,13.37,2,26,1764,8,0,4,1.334423344,103.8082936,28,1.09041937
9/26/2025,Fairprice,FAI-OT1,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,5,24,2181,12,0,4,1.347081605,103.834447,25,1.04438445
9/26/2025,Fairprice,FAI-OT2,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,4,28,2036,12,0,4,1.370128572,103.8238446,29,1.023411582
9/26/2025,Giant,GIA-OT1,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,4,14,5619,12,0,4,1.361379758,103.8281229,13,0.944246811
9/26/2025,Giant,GIA-OT2,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,1,25,3782,12,0,4,1.356046339,103.8006234,26,1.020933356
9/26/2025,Sheng Siong,SHE-OT1,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,4,17,3726,11,0,4,1.338340746,103.8385964,16,0.930401877
9/26/2025,Sheng Siong,SHE-OT2,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,3,26,3728,11,0,4,1.338339781,103.8330977,30,1.140794613
9/26/2025,Sheng Siong,SHE-OT3,PIS-360G-SALTED-043,Salted Pistachios 360g,Pistachios,360,13.37,2,34,3076,11,0,4,1.334423344,103.8082936,34,1.002526911
9/26/2025,Fairprice,FAI-OT1,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,369,1919,830,12,0,4,1.347081605,103.834447,1867,0.973084918
9/26/2025,Fairprice,FAI-OT2,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,407,1678,2169,12,0,4,1.370128572,103.8238446,1579,0.940760168
9/26/2025,Giant,GIA-OT1,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,368,2868,639,12,0,4,1.361379758,103.8281229,3309,1.153818386
9/26/2025,Giant,GIA-OT2,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,343,2428,1477,12,0,4,1.356046339,103.8006234,2413,0.99400439
9/26/2025,Sheng Siong,SHE-OT1,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,196,2377,1534,8,0,4,1.338340746,103.8385964,2817,1.185052901
9/26/2025,Sheng Siong,SHE-OT2,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,153,1690,1848,8,0,4,1.338339781,103.8330977,1708,1.010763298
9/26/2025,Sheng Siong,SHE-OT3,PIS-36G-SALTED-038,Salted Pistachios 36g,Pistachios,36,1.76,170,1170,2201,8,0,4,1.334423344,103.8082936,1366,1.167460791
9/26/2025,Fairprice,FAI-OT1,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,1,25,2748,6,0,4,1.347081605,103.834447,23,0.939866695
9/26/2025,Fairprice,FAI-OT2,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,2,35,3050,6,0,4,1.370128572,103.8238446,39,1.10207093
9/26/2025,Giant,GIA-OT1,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,1,13,3585,8,0,4,1.361379758,103.8281229,15,1.136070466
9/26/2025,Giant,GIA-OT2,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,5,23,3854,8,0,4,1.356046339,103.8006234,23,0.993699067
9/26/2025,Sheng Siong,SHE-OT1,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,2,44,2399,8,0,4,1.338340746,103.8385964,45,1.026811729
9/26/2025,Sheng Siong,SHE-OT2,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,2,44,2271,8,0,4,1.338339781,103.8330977,50,1.130583786
9/26/2025,Sheng Siong,SHE-OT3,PIS-400G-SALTED-044,Salted Pistachios 400g,Pistachios,400,13.37,2,21,4172,8,0,4,1.334423344,103.8082936,20,0.931390676
9/26/2025,Fairprice,FAI-OT1,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,43,641,3734,11,0,4,1.347081605,103.834447,665,1.037459585
9/26/2025,Fairprice,FAI-OT2,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,86,545,3247,11,0,4,1.370128572,103.8238446,567,1.04115072
9/26/2025,Giant,GIA-OT1,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,92,541,3217,12,0,4,1.361379758,103.8281229,614,1.135195473
9/26/2025,Giant,GIA-OT2,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,32,685,3743,12,0,4,1.356046339,103.8006234,618,0.901604342
9/26/2025,Sheng Siong,SHE-OT1,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,88,392,2921,6,0,4,1.338340746,103.8385964,460,1.172333004
9/26/2025,Sheng Siong,SHE-OT2,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,91,721,2662,6,0,4,1.338339781,103.8330977,704,0.976578909
9/26/2025,Sheng Siong,SHE-OT3,PIS-80G-BAKED-033,Baked Pistachios 80g,Pistachios,80,3.08,50,691,1752,6,0,4,1.334423344,103.8082936,655,0.947224419
9/26/2025,Fairprice,FAI-OT1,PIS-80G-SALTED-039,Salted Pistachios 80g,Pistachios,80,3.08,116,500,1690,6,0,4,1.347081605,103.834447,511,1.021270403
9/26/2025,Fairprice,FAI-OT2,PIS-80G-SALTED-039,Salted Pistachios 80g,Pistachios,80,3.08,85,243,734,6,0,4,1.370128572,103.8238446,290,1.195122593
9/26/2025,Giant,GIA-OT1,PIS-80G-SALTED-039,Salted Pistachios 80g,Pistachios,80,3.08,97,1064,1246,11,0,4,1.361379758,103.8281229,1272,1.195616711
9/26/2025,Giant,GIA-OT2,PIS-80G-SALTED-039,Salted Pistachios 80g,Pistachios,80,3.08,69,592,735,11,0,4,1.356046339,103.8006234,677,1.144301392
